,Product Name,Description,Price,Ratings,Brand,Model,Processor,Display Size,RAM,Storage,GPU,OS,Warranty
266,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,"₹81,990",3.5,DELL,Intel Core i5,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
267,HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,"₹49,400",4.1,HP,15s Intel Core,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
268,Lenovo V 14 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,"Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Accidentaly Damage Protection + Onsite","₹33,990",,Lenovo,V 14 (2025),Intel Core i3,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Accidentaly Damage Protection + Onsite
269,"ASUS Vivobook 16X for Creator, Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"₹69,990",4.2,ASUS,Vivobook 16X for,Intel Core i7,40.64 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
270,HP Pavilion 15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh3101AU Thin and L...,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹66,490",4.0,HP,Pavilion 15 AMD,AMD Ryzen 7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
271,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹34,990",4.2,Lenovo,IdeaPad Slim 3,Intel Core i3,39.62 cm,8 GB DDR4,256 GB SSD,Not Found,Windows 11,20211 Yr. Onsite + 1 Yr. Accidental Damage Protection
272,"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home...",Snapdragon X Elite Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹89,990",4.2,ASUS,Vivobook S 15,Other,39.62 cm,16 GB LPDDR5,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
273,HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayWindows 11 Microsoft Office Home & Student Edition 20211 Year Carry-in Warranty,"₹93,999",3.9,HP,Victus Intel Core,Intel Core i7,39.62 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11 Home,20211 Year Carry-in Warranty
274,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹61,990",4.2,HP,Victus Intel Core,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
275,HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,"₹33,990",3.9,HP,(2024) Intel Core,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty
276,"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,"₹92,990",4.5,ASUS,"TUF Gaming F15,",Intel Core i7,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite warranty
277,DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayTrial Ms office1 Year Onsite Warranty,"₹31,999",4.2,DELL,Latitude Intel Core,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
278,"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...","Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus1 Year Onsite Warranty","₹49,790",4.1,DELL,Inspiron 15 3520,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
279,DELL 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,"Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty","₹47,490",3.9,DELL,15 Intel Core,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
280,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"₹57,990",4.2,Lenovo,IdeaPad Slim 5,Intel Core i5,35.56 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
281,HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin an...,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR BRAND WARRANTY,"₹30,490",3.7,HP,255 G10 AMD,AMD Ryzen 5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
282,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 7 255H - (32 GB/1 T...","Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity),
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty","₹1,27,990",3.3,ASUS,Zenbook 14 OLED,Other,35.56 cm,32 GB LPDDR5,1 TB SSD,Not Found,Windows 11 Home,1 Year Onsite warranty
283,Lenovo V 14 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light...,"AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty","₹26,900",,Lenovo,V 14 (2025),AMD Ryzen 3,35.56 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
284,DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD38.0 cm (14.96 inch) Display1 Year Onsite Hardware Service","₹46,480",4.1,DELL,Intel Core i5,Intel Core i5,,8GB DDR4,512GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
285,HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,AMD Athlon Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹28,990",4.1,HP,15s AMD Athlon,AMD Athlon,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
286,Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹63,990",4.1,Acer,ALG Intel Core,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
287,DELL Dell Vostro 3510 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 La...,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty by OEM,"₹30,999",4.0,DELL,Dell Vostro 3510,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty by OEM
288,DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹47,990",4.2,DELL,Inspiron 3520 Intel,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
289,HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,Intel Celeron Quad Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite warranty,"₹27,490",4.1,HP,Chromebook Intel Celeron,Intel Celeron,35.56 cm,4 GB LPDDR4,Not Found,Not Found,Not Found,1 Year Onsite warranty
290,"ASUS ROG Strix G16, 90WHrs Battery Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 ...",Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite warranty,"₹1,48,999",5.0,ASUS,"ROG Strix G16,",Intel Core i7,40.64 cm,16 GB DDR5,1 TB SSD,Not Found,Windows 11,1 Year Onsite warranty
291,MSI AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Business Lapt...,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Carry-in Warranty,"₹39,990",,MSI,AMD Ryzen 5,AMD Ryzen 5,,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Carry-in Warranty
292,Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,"₹28,090",3.6,Lenovo,V15 G2 AMD,AMD Ryzen 3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,20211 Year Onsite Warranty
293,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹79,990",4.2,HP,Victus Intel Core,Intel Core i5,39.62 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
294,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 9 285H - (32 GB/1 T...","Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty","₹1,55,990",,ASUS,Zenbook 14 OLED,Other,35.56 cm,32 GB LPDDR5,1 TB SSD,Not Found,Windows 11 Home,1 Year Onsite warranty
295,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹49,500",4.2,ASUS,Vivobook 15 Intel,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
296,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year,"₹27,200",4.0,HP,255 G9 AMD,AMD Ryzen 3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,111 Year
297,Lenovo Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Pro) TB 15 G6 Laptop,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 year Onsite Warrenty,"₹57,990",,Lenovo,Intel Core i5,Intel Core i5,40.64 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,Not Found
298,ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹71,990",,ASUS,TUF Gaming A15,AMD Ryzen 5,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
299,Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹58,990",,Lenovo,IdeaPad Slim 3,Other,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Yr. Onsite + 1 Yr. Accidental Damage Protection
300,DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin a...,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayWindows 11, Microsoft Office, Antivirus Macafee 15 Months1 Year Onsite Hardware Service","₹43,490",4.2,DELL,Inspiron 3530 Intel,Intel Core i3,39.62 cm,8 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
301,DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWin 11 + Office H&S 20211 Year Onsite Warranty,"₹50,990",4.3,DELL,Vostro 3520 Intel,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,20211 Year Onsite Warranty
302,MSI Modern 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-883IN Th...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty Term,"₹36,990",4.2,MSI,Modern 15 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty Term
303,HP AMD Ryzen 5 Quad Core 7th Gen - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 Laptop,AMD Ryzen 5 Quad Core Processor (7th Gen)8 GB LPDDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 year Onsite Warrenty,"₹39,990",,HP,AMD Ryzen 5,AMD Ryzen 5,35.56 cm,8 GB LPDDR4,512 GB SSD,Not Found,Windows 11,Not Found
304,HP 14 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Home) 14 G9 Thin and Light ...,"AMD Ryzen 3 Dual Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty","₹28,880",2.8,HP,14 G9 (2025),AMD Ryzen 3,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
305,Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH9 2 in 1 Lapt...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty,"₹67,990",4.6,Lenovo,IdeaPad 5 Intel,Intel Core i5,35.56 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Carry-in Warranty
306,ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD...,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty","₹36,990",,ASUS,Vivobook 14 (2025),Intel Core i3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
307,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3...,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.81 cm (14.1 Inch) Display1 Year Onsite Warranty,"₹42,990",4.2,Lenovo,IdeaPad Slim 3,Intel Core i5,35.81 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
308,HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹72,990",4.4,HP,Pavilion Plus Intel,Intel Core i5,35.56 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
309,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD...,"Intel Core i9 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty","₹79,990",,ASUS,Vivobook 16 (2025),Intel Core i9,40.64 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
310,Lenovo V 14 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light ...,"AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹27,990",,Lenovo,V 14 (2025),AMD Ryzen 3,35.56 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
311,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty","₹82,990",4.7,Apple,MacBook AIR Apple,Other,34.54 cm,8 GB ,512 GB SSD,Not Found,Not Found,1 Year Limited Warra­nty
312,Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 2 in 1 L...,Intel Core i5 Processor (12th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹73,990",4.0,Lenovo,IdeaPad Flex 5,Intel Core i5,35.56 cm,8 GB LPDDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
313,"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹67,599",4.2,ASUS,Vivobook Pro 15,AMD Ryzen 7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
314,MSI GF63 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,"₹82,999",4.3,MSI,GF63 Intel Core,Intel Core i7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,2 Year Carry-in Warranty
315,MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,Intel Core Ultra 7 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayNA1 Year On-Site Warranty,"₹62,990",3.7,MSI,Modern 15 H,Other,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year On-Site Warranty
316,HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM32 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayWindows1 year Domestic warranty,"₹40,990",4.4,HP,255 G8 Silver,AMD Ryzen 5,39.62 cm,8 GB DDR4,256 GB SSD,Not Found,Windows 11,Not Found
317,Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW133HN/A,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty","₹1,19,900",4.7,Apple,MacBook Air Apple,Other,34.54 cm,16 GB ,512 GB SSD,Not Found,Not Found,1 Year Limited Warranty
318,HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,"Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty","₹75,990",4.1,HP,Pavilion Intel Core,Intel Core i7,35.56 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
319,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹49,300",4.2,HP,Intel Core i5,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
320,HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE1 year Onsite Warrenty,"₹36,996",4.0,HP,240 G9 Intel,Intel Core i3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
