,Product Name,Description,Price,Ratings,Brand,Model,Processor,Display Size,RAM,Storage,GPU,OS,Warranty
115,DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,"₹34,890",4.1,DELL,Intel Core i3,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
116,ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,AMD Ryzen Z1 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD17.78 cm (7 Inch) Touchscreen Display3 months Xbox Game Pass Ultimate Subscription Included1 Year Onsite Warranty,"₹39,490",4.4,ASUS,ROG Ally AMD,Other,17.78 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
117,"Acer Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Ho...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,"₹43,990",4.3,Acer,Aspire Lite with,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Carry-in Warranty
118,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty","₹40,890",4.2,ASUS,Vivobook Go 14,AMD Ryzen 5,35.56 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
119,HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayWindows 111 Year Onsite Warranty,"₹31,900",4.2,HP,255 G10 AMD,AMD Ryzen 5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,111 Year Onsite Warranty
120,ASUS AMD Ryzen 3 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,"₹31,490",,ASUS,AMD Ryzen 3,AMD Ryzen 3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
121,DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,"₹33,990",4.1,DELL,Intel Core i3,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite warranty
122,DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAlienware Command Center,Dell Support Assist)1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support","₹71,990",3.9,DELL,G15 Intel Core,Intel Core i5,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support
123,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,"₹33,999",4.3,HP,AMD Ryzen 3,AMD Ryzen 3,35.56 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11,20211 Year Onsite Warranty
124,ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ838WS Th...,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹61,990",4.2,ASUS,Vivobook 15 Intel,Intel Core i7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
125,Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.81 cm (14.1 inch) DisplayWindows 111 Year Onsite Warranty,"₹42,990",4.1,Lenovo,V14 Intel Core,Intel Core i5,35.81 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,111 Year Onsite Warranty
126,MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹36,990",4.4,MSI,Modern 14 AMD,AMD Ryzen 5,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
127,HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Pro Plus 2021, Windows 11 Home1 Year Onsite Warranty","₹33,790",3.6,HP,15R (2025) Intel,Intel Core i3,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
128,DELL 15 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service","₹49,750",4.3,DELL,15 Intel Core,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
129,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),�McAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty","₹68,990",4.3,ASUS,Vivobook 16X (2025),Intel Core i5,40.64 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
130,MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹39,990",4.4,MSI,Modern 14 AMD,AMD Ryzen 5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
131,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹82,990",4.6,ASUS,TUF Gaming A15,AMD Ryzen 7,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
132,HP 14 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Pro) 14 G9 Thin and Light L...,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹34,990",3.0,HP,14 G9 (2025),AMD Ryzen 5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
133,"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (1...","Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty","₹62,990",4.0,ASUS,"Vivobook 16 (2025),",Other,40.64 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
134,DELL 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service","₹70,490",3.2,DELL,15 Intel Core,Intel Core i7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
135,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) TMP214-53 Thin and...,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,"₹99,000",3.8,Acer,TravelMate P2 Intel,Intel Core i7,35.56 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
136,HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE1 year Onsite Warrenty,"₹34,700",3.9,HP,G8 Intel Core,Intel Core i3,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
137,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty","₹36,923",4.2,HP,AMD Ryzen 5,AMD Ryzen 5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
138,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A325-45 Thin and Light...,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹24,800",4.0,Acer,Aspire 3 Intel,Intel Celeron,39.62 cm,8 GB LPDDR4,256 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
139,ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (16 GB/512 GB SS...,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty","₹37,990",4.4,ASUS,Vivobook 15 (2025),Intel Core i3,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
140,Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"₹53,990",4.3,Lenovo,IdeaPad Flex 5,Intel Core i3,35.56 cm,8 GB LPDDR4,512 GB SSD,Not Found,Windows 11,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
141,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹51,990",4.3,MSI,Modern 15 Intel,Intel Core i7,39.62 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
142,ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Th...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,"₹35,890",4.3,ASUS,Vivobook Go 14,AMD Ryzen 5,35.56 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11 Home,20211 Year Onsite Warranty
143,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,"₹32,990",4.3,Acer,Aspire 3 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
144,DELL 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service","₹35,990",3.3,DELL,15 Intel Core,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
145,HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 15 G9 Thin and Light L...,"AMD Ryzen 3 Dual Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹28,499",4.1,HP,15 G9 (2025),AMD Ryzen 3,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
146,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,"₹39,990",4.4,MSI,Modern 14 Intel,Intel Core i5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
147,MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term,"₹31,990",4.1,MSI,Modern 15 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty Term
148,HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light L...,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹34,340",,HP,14R (2025) Intel,Intel Core i3,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
149,Lenovo IdeaPad Flex 5 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty,"₹74,990",4.4,Lenovo,IdeaPad Flex 5,Intel Core i7,35.56 cm,16 GB LPDDR4,512 GB SSD,Not Found,Windows 11,20211 Year Carry-in Warranty
150,Infinix Y3 Max Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"₹39,990",4.8,Infinix,Y3 Max Series,Intel Core i7,40.64 cm,16 GB LPDDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
151,Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1-Year,"₹32,350",3.9,Lenovo,Intel Core i3,Intel Core i3,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,Not Found
152,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹41,500",4.3,MSI,Modern 14 Intel,Intel Core i5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
153,HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.37 cm (15.5 Inch) Display1 Year Onsite Warranty,"₹58,000",4.1,HP,Intel Core i5,Intel Core i5,39.37 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
154,DELL 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 5440 Thin and Light Laptop,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty","₹62,990",4.3,DELL,14 Intel Core,Intel Core i5,35.56 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
155,DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,"₹47,990",3.9,DELL,Inspiron 15 3520,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,20211 Year Onsite Warranty
156,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,Intel Celeron Dual Core Processor (11th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹18,990",3.7,CHUWI,Intel Celeron Dual,Intel Celeron,39.62 cm,8 GB DDR5,256 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
157,Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹25,990",4.0,Lenovo,IdeaPad Slim 1,Intel Celeron,35.56 cm,8 GB DDR4,256 GB SSD,Not Found,Windows 11,1 Yr. Onsite + 1 Yr. Accidental Damage Protection
158,Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin and Light Lap...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹33,990",4.0,Lenovo,AMD Ryzen 3,AMD Ryzen 3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
159,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,"₹1,12,491",4.3,Lenovo,LOQ Intel Core,Intel Core i7,39.62 cm,24 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Carry-in Warranty
160,MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,"₹70,990",4.5,MOTOROLA,Motobook 60 Full,Other,35.56 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,20241 Year Onsite Warranty
161,HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.37 cm (15.5 inch) Display1 Year Onsite Warranty,"₹29,000",4.2,HP,Laptop AMD Ryzen,AMD Ryzen 3,39.37 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
162,DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayWin 11 + Office H&S 20241 Year Onsite Hardware Service,"₹55,990",4.3,DELL,Inspiron MSO 2024,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,20241 Year Onsite Hardware Service
163,HP Pavilion Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Lig...,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart1 Year onsite Warranty","₹48,999",4.2,HP,Pavilion Intel Core,Intel Core i5,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year onsite Warranty
164,Lenovo V15 G2 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayNo1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,"₹31,749",4.2,Lenovo,V15 G2 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On
165,Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Lap...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹46,990",4.1,Lenovo,Intel Core i7,Intel Core i7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
166,MOTOROLA Motobook 60 Full Metal Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,"₹62,990",4.7,MOTOROLA,Motobook 60 Full,Other,35.56 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,20241 Year Onsite Warranty
167,Infinix X3 Slim Intel Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and...,Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹42,990",4.2,Infinix,X3 Slim Intel,Intel Core i7,35.56 cm,16 GB LPDDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
168,MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,"₹69,990",,MSI,Thin 15 Intel,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,2 Year Onsite Warranty
169,DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,"₹39,990",3.8,DELL,AMD Ryzen 5,AMD Ryzen 5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
170,HP 14 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 14 G9 Thin and Light L...,"AMD Ryzen 3 Dual Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹33,990",,HP,14 G9 (2025),AMD Ryzen 3,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
